"","X","quad","year","trackID","area.t1","area.t0","age","allEdge","distEdgeMin","Group"
"1",1,"A1P",21,30,9.22742755730607,2.33873326994206,1,0,29.4519077455226,"A"
"2",2,"A1P",21,31,4.32726878824501,3.50083949845843,1,0,14.3501439119844,"A"
"3",3,"A1P",21,32,7.97888129346192,0.25048851966858,1,0,12.469482421875,"A"
"4",4,"A1P",22,30,7.3036964152178,9.22742755730607,2,0,29.6873645327191,"A"
"5",5,"A1P",22,31,5.10745692983564,4.32726878824501,2,0,14.5435756287395,"A"
"6",6,"A1P",22,32,6.37269774392925,7.97888129346192,2,0,8.88711444763382,"A"
"7",7,"A1P",22,34,4.30401727083521,2.54519498043466,1,0,30.0487395832977,"A"
"8",8,"A1P",22,36,11.5576263910683,4.16546003710178,1,0,9.86974398777009,"A"
"9",9,"A1P",22,37,8.86706517767569,1.9968421089076,1,1,-0.0462956033071837,"A"
"10",10,"A1P",22,38,4.14788362528042,4.81050481511341,1,0,8.45028654584621,"A"
"11",11,"A1P",22,39,11.4840805899745,8.34403985177784,1,0,23.8585952690411,"A"
"12",12,"A1P",22,40,2.65977730720896,2.02478509558586,1,0,15.3939454817313,"A"
"13",13,"A1P",22,42,2.03545653009778,2.23688462825027,1,0,24.2954227259024,"A"
"14",14,"A1P",23,30,6.61462256974588,7.3036964152178,3,0,31.3285411057964,"A"
"15",15,"A1P",23,31,1.54695967403246,5.10745692983564,3,0,15.8290193729251,"A"
"16",16,"A1P",23,32,4.34312985913087,6.37269774392925,3,0,9.81701817564154,"A"
"17",17,"A1P",23,34,5.61162522331626,4.30401727083521,2,0,30.4022083417751,"A"
"18",18,"A1P",23,36,2.8515088648297,11.5576263910683,2,0,7.84314821201084,"A"
"19",19,"A1P",23,37,6.34425183618872,8.86706517767569,2,0,1.0146884378661,"A"
"20",20,"A1P",23,38,7.98500656254145,4.14788362528042,2,0,10.5483569054179,"A"
"21",21,"A1P",23,39,11.9349131920743,11.4840805899745,2,0,20.6669121628369,"A"
"22",22,"A1P",23,40,4.47854757328091,2.65977730720896,2,0,12.9463954134314,"A"
"23",23,"A1P",23,42,7.14460770663064,2.03545653009778,2,0,24.7045855811631,"A"
"24",24,"A1P",23,43,6.24212538793802,4.39640242613832,1,0,8.01129939656389,"A"
"25",25,"A1P",23,44,4.14851644932834,4.06852660246422,1,0,7.10844022948822,"A"
"26",26,"A1P",23,45,3.13826304291057,2.78782911632563,1,0,21.6745697267104,"A"
"27",27,"A1P",23,46,4.96070459402067,2.22018749973762,1,0,29.308522320349,"A"
"28",28,"A1P",23,48,3.15196956094037,1.82849009074238,1,0,28.2704506644162,"A"
"29",29,"A1P",23,49,4.69247862220172,3.36962082020108,1,0,19.029226926577,"A"
"30",30,"A1P",23,51,5.94541719667294,2.56570193211439,1,0,23.0502261050222,"A"
"31",31,"A1P",23,52,0.25048851966858,0.25048851966858,1,0,20.2880859375,"A"
"32",32,"A1P",23,53,0.25048851966858,0.25048851966858,1,0,18.59130859375,"A"
"33",33,"A1P",23,54,5.86640457598198,0.25048851966858,1,0,14.788818359375,"A"
"34",34,"A1P",23,57,2.35752737284338,0.25048851966858,1,0,12.872314453125,"A"
"35",35,"A1P",23,60,1.82431423727843,0.25048851966858,1,0,7.550048828125,"A"
"36",36,"A1P",23,61,2.67748087782458,0.25048851966858,1,1,4.327392578125,"A"
"37",37,"A1P",23,62,1.00864103173765,0.25048851966858,1,1,3.0517578125,"A"
"38",38,"A1P",23,63,1.65284880781099,0.25048851966858,1,1,2.569580078125,"A"
"39",39,"A1P",24,31,2.34566477704897,1.54695967403246,4,0,19.926424142517,"A"
"40",40,"A1P",24,32,5.17040325630302,4.34312985913087,4,0,7.68037597552461,"A"
"41",41,"A1P",24,34,8.59011773438757,5.61162522331626,3,0,28.5462474644489,"A"
"42",42,"A1P",24,37,7.31471454163449,6.34425183618872,3,0,1.57626744620422,"A"
"43",43,"A1P",24,38,7.30233369765388,7.98500656254145,3,0,6.90865642132978,"A"
"44",44,"A1P",24,39,0.24743378162384,11.9349131920743,3,0,26.0588898033735,"A"
"45",45,"A1P",24,40,0.751465559005737,4.47854757328091,3,0,10.247196642628,"A"
"46",46,"A1P",24,43,1.11983609475286,6.24212538793802,2,0,5.77926365908652,"A"
"47",47,"A1P",24,45,0.572057880579254,3.13826304291057,2,0,18.0901274994078,"A"
"48",48,"A1P",24,46,6.81592033007723,4.96070459402067,2,0,29.0912968339593,"A"
"49",49,"A1P",24,48,5.05686753988366,3.15196956094037,2,0,28.2845829876214,"A"
"50",50,"A1P",24,49,2.42414209596275,4.69247862220172,2,0,18.1298587799587,"A"
"51",51,"A1P",24,51,2.79185425506201,5.94541719667294,2,0,22.9938263550985,"A"
"52",52,"A1P",24,54,6.42082783688475,5.86640457598198,2,0,14.8793197873473,"A"
"53",53,"A1P",24,57,1.91847780768231,2.35752737284338,2,0,8.28316793520754,"A"
"54",54,"A1P",24,60,3.47916120767462,1.82431423727843,2,0,5.40831435011889,"A"
"55",55,"A1P",24,61,1.88717461381129,2.67748087782458,2,1,2.78848852617706,"A"
"56",56,"A1P",24,65,6.92075376595834,2.47094220261057,1,0,10.0730956922326,"A"
"57",57,"A1P",24,67,1.90047822494775,3.0046908811941,1,0,21.2663768418748,"A"
"58",58,"A1P",24,68,3.01822882156156,6.83070063377557,1,0,40.8968430302473,"A"
"59",59,"A1P",24,70,0.54235867503847,1.39108088557511,1,0,28.5509844528566,"A"
