"","quad","year","trackID","area.t1","area.t0","age","allEdge","distEdgeMin","QuadName","Grazing","Group"
"1","Q1",32,1,61.6844825246586,47.1678013349253,1,0,7.19579418273497e-09,"E1 Q1","no","E1"
"2","Q1",32,2,242.757824969912,130.375972659586,1,0,2.24188783561145,"E1 Q1","no","E1"
"3","Q1",32,4,168.516115082603,136.409536030002,1,0,7.67280112929136,"E1 Q1","no","E1"
"4","Q1",32,5,97.6785497910333,81.559416319239,1,0,-1.95275760006552e-08,"E1 Q1","no","E1"
"5","Q1",33,1,31.3722549061204,61.6844825246586,2,0,-1.85389268381186e-08,"E1 Q1","no","E1"
"6","Q1",33,2,156.249754623917,242.757824969912,2,0,2.50678705940615,"E1 Q1","no","E1"
"7","Q1",33,4,96.1673829169626,168.516115082603,2,0,5.69469411341553,"E1 Q1","no","E1"
"8","Q1",33,5,35.6315835765554,97.6785497910333,2,0,9.16895714908605e-09,"E1 Q1","no","E1"
"9","Q1",33,6,39.9575854478534,134.922737423481,1,0,11.6781230081257,"E1 Q1","no","E1"
"10","Q1",33,7,53.4940371591661,21.3694819407106,1,0,5.85136751299147,"E1 Q1","no","E1"
"11","Q1",34,1,53.9055884999912,31.3722549061204,3,0,2.99650424578031,"E1 Q1","no","E1"
"12","Q1",34,2,390.048255032977,156.249754623917,3,0,5.35933396468924,"E1 Q1","no","E1"
"13","Q1",34,4,198.953203541936,96.1673829169626,3,0,6.97301208435003,"E1 Q1","no","E1"
"14","Q1",34,5,129.142220992812,35.6315835765554,3,0,0.126283954762869,"E1 Q1","no","E1"
"15","Q1",34,6,79.8875597142008,39.9575854478534,2,0,20.5665886238811,"E1 Q1","no","E1"
"16","Q1",34,7,145.357750455538,53.4940371591661,2,0,0.281508173798386,"E1 Q1","no","E1"
"17","Q1",34,9,109.402256367648,55.464623148229,1,0,1.40410572058158e-08,"E1 Q1","no","E1"
"18","Q1",35,1,32.7496825403378,53.9055884999912,4,0,-1.71808522964056e-08,"E1 Q1","no","E1"
"19","Q1",35,11,27.6075793138972,10.9946956446939,1,0,-7.08493264056642e-09,"E1 Q1","no","E1"
"20","Q1",35,2,243.004436494704,390.048255032977,4,0,-1.71808522964056e-08,"E1 Q1","no","E1"
"21","Q1",35,4,183.281989511074,198.953203541936,4,0,4.80641910950962,"E1 Q1","no","E1"
"22","Q1",35,5,140.348930849261,129.142220992812,4,0,0.13938941034381,"E1 Q1","no","E1"
"23","Q1",35,6,89.322991921337,79.8875597142008,3,0,17.548323030493,"E1 Q1","no","E1"
"24","Q1",35,7,86.6712114028576,145.357750455538,3,0,5.79831131017615,"E1 Q1","no","E1"
"25","Q1",35,9,23.3131877181449,109.402256367648,2,0,-9.78430114706441e-09,"E1 Q1","no","E1"
"26","Q1",36,1,39.8014413571481,32.7496825403378,5,0,1.71071405929979e-08,"E1 Q1","no","E1"
"27","Q1",36,2,481.335962666574,243.004436494704,5,0,1.71071405929979e-08,"E1 Q1","no","E1"
"28","Q1",36,4,194.712049496221,183.281989511074,5,0,5.55815818356918,"E1 Q1","no","E1"
"29","Q1",36,5,149.203963038174,140.348930849261,5,0,0.158175336434255,"E1 Q1","no","E1"
"30","Q1",36,6,188.866999077569,89.322991921337,4,0,12.5422175299126,"E1 Q1","no","E1"
"31","Q1",36,7,172.028314861972,86.6712114028576,4,0,5.93004880250415,"E1 Q1","no","E1"
"32","Q1",36,9,23.9158262390419,23.3131877181449,3,0,1.42600661987435,"E1 Q1","no","E1"
"33","Q1",37,1,49.5807676194991,39.8014413571481,6,0,8.71821725922928e-09,"E1 Q1","no","E1"
"34","Q1",37,2,642.799806395636,481.335962666574,6,0,8.71821725922928e-09,"E1 Q1","no","E1"
"35","Q1",37,4,351.745450443192,194.712049496221,6,0,9.71242457442586,"E1 Q1","no","E1"
"36","Q1",37,5,222.764441701844,149.203963038174,6,0,0.114279265936233,"E1 Q1","no","E1"
"37","Q1",37,6,189.228045080336,188.866999077569,5,0,6.85443863455585,"E1 Q1","no","E1"
"38","Q1",37,7,224.775238475515,172.028314861972,5,0,5.37299565044475,"E1 Q1","no","E1"
"39","Q1",38,1,56.0206151810605,49.5807676194991,7,0,1.47123131455373e-08,"E1 Q1","no","E1"
"40","Q1",38,2,668.492968678364,642.799806395636,7,0,1.47123131455373e-08,"E1 Q1","no","E1"
"41","Q1",38,4,231.653764855093,351.745450443192,7,0,2.24757299773785,"E1 Q1","no","E1"
"42","Q1",38,5,228.999625341685,222.764441701844,7,0,0.0400425346975197,"E1 Q1","no","E1"
"43","Q1",38,6,68.8002246004099,189.228045080336,6,0,4.89463939063718,"E1 Q1","no","E1"
"44","Q1",38,7,230.107835658903,224.775238475515,6,0,1.47123131455373e-08,"E1 Q1","no","E1"
"45","Q1",39,1,98.08605016093,56.0206151810605,8,0,2.21048566118043e-08,"E1 Q1","no","E1"
"46","Q1",39,2,827.459502625543,668.492968678364,8,0,0.086762860194284,"E1 Q1","no","E1"
