"","quad","year","trackID","area.t1","area.t0","age","allEdge","distEdgeMin","QuadName","Grazing","Group"
"1","Q1",32,2,2.65930077031483,3.64560044603941,1,0,8.93967225020928,"E1 Q1","UG","E1"
"2","Q1",32,3,3.89818184026542,16.1847469532907,1,0,13.8057581456489,"E1 Q1","UG","E1"
"3","Q1",32,4,7.87412836278398,1.36494885564186,1,1,0.790000355846459,"E1 Q1","UG","E1"
"4","Q1",32,5,1.15751892156128,0.61051174081317,1,0,7.12809801816672,"E1 Q1","UG","E1"
"5","Q1",32,6,0.64488418551275,0.6067215582744,1,0,5.99545818582409,"E1 Q1","UG","E1"
"6","Q1",32,8,50.6353858028028,28.6258133325430,1,0,7.99549486077708,"E1 Q1","UG","E1"
"7","Q1",32,9,12.8533029465820,11.132356277213,1,0,3.32166047867609,"E1 Q1","UG","E1"
"8","Q1",33,12,0.25,0.5669613891609,1,0,13.8583347566044,"E1 Q1","UG","E1"
"9","Q1",33,2,1.90490783026550,2.65930077031483,2,0,11.0069074070609,"E1 Q1","UG","E1"
"10","Q1",33,20,0.249999999999986,0.68053553013524,1,1,3.54220582617025,"E1 Q1","UG","E1"
"11","Q1",33,21,0.749999999999993,0.61153248788156,1,0,5.0721472216409,"E1 Q1","UG","E1"
"12","Q1",33,3,6.0493572727448,3.89818184026542,2,0,12.247094126398,"E1 Q1","UG","E1"
"13","Q1",33,4,1.45927502374874,7.87412836278398,2,0,4.79380446449795e-09,"E1 Q1","UG","E1"
"14","Q1",33,8,11.5322744629951,50.6353858028028,2,0,6.65755037219077,"E1 Q1","UG","E1"
"15","Q1",33,9,10.7233252711008,12.8533029465820,2,0,1.54708629127516,"E1 Q1","UG","E1"
"16","Q1",34,2,13.8705311786447,1.90490783026550,3,0,9.74220815,"E1 Q1","UG","E1"
"17","Q1",34,22,0.72998569469513,0.84263109091138,1,0,10.8513988,"E1 Q1","UG","E1"
"18","Q1",34,3,15.3661651094823,6.0493572727448,3,0,11.96891675,"E1 Q1","UG","E1"
"19","Q1",34,8,12.4865639949103,11.5322744629951,3,0,6.61024255,"E1 Q1","UG","E1"
"20","Q1",34,9,25.8394588143779,10.7233252711008,3,0,2.9211238,"E1 Q1","UG","E1"
"21","Q1",35,2,5.91604158356468,13.8705311786447,4,0,9.31103709421447,"E1 Q1","UG","E1"
"22","Q1",35,22,2.81271289448043,0.72998569469513,2,0,9.4682214468597,"E1 Q1","UG","E1"
"23","Q1",35,3,21.2999307876934,15.3661651094823,4,0,12.1353628524403,"E1 Q1","UG","E1"
"24","Q1",35,8,25.2367779848325,12.4865639949103,4,0,9.9330081790268,"E1 Q1","UG","E1"
"25","Q1",35,9,12.8833268388464,25.8394588143779,4,0,2.81580501650541,"E1 Q1","UG","E1"
"26","Q1",36,2,2.47751516442554,5.91604158356468,5,0,9.9188503535294,"E1 Q1","UG","E1"
"27","Q1",36,22,0.99999999999997,2.81271289448043,3,0,8.7002472273945,"E1 Q1","UG","E1"
"28","Q1",36,3,10.5959688579844,21.2999307876934,5,0,12.2995214317634,"E1 Q1","UG","E1"
"29","Q1",36,37,0.47914660177967,0.24999999999999,1,0,17.6980527045244,"E1 Q1","UG","E1"
"30","Q1",36,8,24.7052219769668,25.2367779848325,5,0,10.0133050164992,"E1 Q1","UG","E1"
"31","Q1",36,9,14.3057438571074,12.8833268388464,5,0,2.0520511083325,"E1 Q1","UG","E1"
"32","Q1",37,2,2.6131326587764,2.47751516442554,6,0,10.6860503542439,"E1 Q1","UG","E1"
"33","Q1",37,22,1.6207954140265,0.99999999999997,4,0,8.12667378936021,"E1 Q1","UG","E1"
"34","Q1",37,3,15.4429401042860,10.5959688579844,6,0,12.1480855,"E1 Q1","UG","E1"
"35","Q1",37,8,14.2706361400399,24.7052219769668,6,0,10.1252394,"E1 Q1","UG","E1"
"36","Q1",37,9,24.9638689058625,14.3057438571074,6,0,2.91862065,"E1 Q1","UG","E1"
"37","Q1",38,2,3.26325397095235,2.6131326587764,7,0,11.2212925390254,"E1 Q1","UG","E1"
"38","Q1",38,22,0.24999999999999,1.6207954140265,5,0,7.18167144473021,"E1 Q1","UG","E1"
"39","Q1",38,3,15.5381986016920,15.4429401042860,7,0,12.1332894268067,"E1 Q1","UG","E1"
"40","Q1",38,8,15.0129904033275,14.2706361400399,7,0,9.46751752570822,"E1 Q1","UG","E1"
"41","Q1",38,9,20.9137531813934,24.9638689058625,7,0,1.22499018265196,"E1 Q1","UG","E1"
"42","Q1",39,2,4.91647798095579,3.26325397095235,8,0,8.7600573837002,"E1 Q1","UG","E1"
"43","Q1",39,22,1.8590683797538,0.24999999999999,6,0,15.972194109167,"E1 Q1","UG","E1"
"44","Q1",39,3,25.0446384680731,15.5381986016920,8,0,11.7355597053336,"E1 Q1","UG","E1"
"45","Q1",39,8,12.3794040688478,15.0129904033275,8,0,8.54165583306972,"E1 Q1","UG","E1"
"46","Q1",39,9,18.4137164462283,20.9137531813934,8,0,2.9137690970054,"E1 Q1","UG","E1"
"47","Q1",40,2,7.9389940746822,4.91647798095579,9,0,10.2253370725647,"E1 Q1","UG","E1"
"48","Q1",40,22,3.78394198856523,1.8590683797538,7,0,9.4468683024618,"E1 Q1","UG","E1"
"49","Q1",40,3,21.3421645877167,25.0446384680731,9,0,12.0366847075532,"E1 Q1","UG","E1"
"50","Q1",40,8,7.61663633727091,12.3794040688478,9,0,8.0868253297191,"E1 Q1","UG","E1"
"51","Q1",40,9,7.32627761901084,18.4137164462283,9,0,1.13834407909937,"E1 Q1","UG","E1"
"52","Q1",41,2,4.26816721414525,7.9389940746822,10,0,8.47522613343482,"E1 Q1","UG","E1"
"53","Q1",41,22,3.75183224677615,3.78394198856523,8,0,8.93599020493735,"E1 Q1","UG","E1"
"54","Q1",41,3,3.79350314742271,21.3421645877167,10,0,10.9674581578072,"E1 Q1","UG","E1"
"55","Q1",41,74,0.25,0.24999999999999,1,0,6.68966519427191,"E1 Q1","UG","E1"
"56","Q1",41,75,0.249999999999986,0.24999999999999,1,0,18.1845261424773,"E1 Q1","UG","E1"
"57","Q1",41,8,12.4926024351606,7.61663633727091,10,0,7.20487299468745,"E1 Q1","UG","E1"
"58","Q1",41,82,0.25,0.25,1,0,28.9561003712592,"E1 Q1","UG","E1"
"59","Q1",41,83,0.250000000000002,0.25,1,0,22.5563214590489,"E1 Q1","UG","E1"
"60","Q1",41,87,0.25,0.25,1,0,10.4471878540214,"E1 Q1","UG","E1"
"61","Q1",41,9,4.43799888845619,7.32627761901084,10,0,1.32477770514137,"E1 Q1","UG","E1"
"62","Q1",45,2,11.3004415443664,10.5264188487530,14,0,8.54628003975101,"E1 Q1","UG","E1"
"63","Q1",45,22,2.54550281414904,1.86832129399999,12,0,7.3517948823886,"E1 Q1","UG","E1"
"64","Q1",45,3,5.77039175198007,13.6817250504756,14,0,11.4775956483055,"E1 Q1","UG","E1"
"65","Q1",45,8,7.84633652536141,6.41848753260284,14,0,8.47407611683139,"E1 Q1","UG","E1"
"66","Q1",45,9,3.51977975690604,2.75000000000001,14,0,1.5902230020227,"E1 Q1","UG","E1"
"67","Q1",46,2,15.6909449122689,11.3004415443664,15,0,9.51477615768684,"E1 Q1","UG","E1"
"68","Q1",46,22,5.46441623067222,2.54550281414904,13,0,9.46170114906178,"E1 Q1","UG","E1"
"69","Q1",46,3,8.2215881056742,5.77039175198007,15,0,10.5472011369379,"E1 Q1","UG","E1"
"70","Q1",46,8,12.5181512536888,7.84633652536141,15,0,7.02099877593343,"E1 Q1","UG","E1"
"71","Q1",46,9,4.79211096553167,3.51977975690604,15,0,1.10633863536551,"E1 Q1","UG","E1"
"72","Q1",46,95,0.249999999999994,0.249999999999993,1,0,9.3269987904782,"E1 Q1","UG","E1"
"73","Q1",49,2,2.9679349290148,15.4044232910306,18,0,7.2537175385472,"E1 Q1","UG","E1"
"74","Q1",49,22,2.29072681482109,1.65954223938672,16,0,7.51911597797589,"E1 Q1","UG","E1"
"75","Q1",49,3,3.52021489779297,4.74714539762833,18,0,12.0103862903037,"E1 Q1","UG","E1"
"76","Q1",49,8,29.4348771656241,10.8631587953107,18,0,6.5732003504135,"E1 Q1","UG","E1"
"77","Q1",49,9,7.85405090416006,4.07133674077397,18,0,0.328933177494695,"E1 Q1","UG","E1"
"78","Q1",49,96,4.71614269681457,0.594930544751862,1,0,28.5563198818056,"E1 Q1","UG","E1"
"79","Q1",50,2,4.18609222541346,2.9679349290148,19,0,8.2536370707285,"E1 Q1","UG","E1"
"80","Q1",50,22,2.40270151462598,2.29072681482109,17,0,5.84554799818235,"E1 Q1","UG","E1"
"81","Q1",50,3,3.60297755104029,3.52021489779297,19,0,10.9976073931223,"E1 Q1","UG","E1"
"82","Q1",50,8,22.5783966651568,29.4348771656241,19,0,9.456762853099,"E1 Q1","UG","E1"
"83","Q1",50,9,2.10299545337981,7.85405090416006,19,0,0.161712827681593,"E1 Q1","UG","E1"
"84","Q1",51,2,13.1869677002336,4.18609222541346,20,0,7.5263886325513,"E1 Q1","UG","E1"
"85","Q1",51,22,6.68632058729185,2.40270151462598,18,0,8.43059568805052,"E1 Q1","UG","E1"
"86","Q1",51,3,6.89927375963012,3.60297755104029,20,0,17.3919566267064,"E1 Q1","UG","E1"
"87","Q1",51,8,49.7597681672503,22.5783966651568,20,0,7.93455112220027,"E1 Q1","UG","E1"
"88","Q1",51,9,1.37911768124494,2.10299545337981,20,1,0.729242552376924,"E1 Q1","UG","E1"
"89","Q1",54,2,19.6288608339461,15.8281783371203,23,0,5.69144019683378,"E1 Q1","UG","E1"
"90","Q1",54,22,3.44501615573746,4.73405235901166,21,0,5.97560190691185,"E1 Q1","UG","E1"
"91","Q1",54,3,8.15998792345854,9.11399705571055,23,0,16.7955808346729,"E1 Q1","UG","E1"
"92","Q1",54,8,42.2960522341725,71.1035725348159,23,0,6.65661049690959,"E1 Q1","UG","E1"
"93","Q1",55,101,0.25,1.12596843063214,6,0,13.8331948870188,"E1 Q1","UG","E1"
"94","Q1",55,2,28.9152845801907,19.6288608339461,24,0,5.69746131191351,"E1 Q1","UG","E1"
"95","Q1",55,22,0.71884872617014,3.44501615573746,22,0,4.69639487341523,"E1 Q1","UG","E1"
"96","Q1",55,3,10.387743269151,8.15998792345854,24,0,16.2556503682513,"E1 Q1","UG","E1"
"97","Q1",55,8,73.9949965397891,42.2960522341725,24,0,7.12157848785847,"E1 Q1","UG","E1"
"98","Q10",30,10,6.39682498523696,4.35754853136495,1,0,13.6088472207037,"P1 E1 Q4","UG","P1E1"
"99","Q10",30,11,11.9312173839756,11.2880849180393,1,0,15.612568313805,"P1 E1 Q4","UG","P1E1"
"100","Q10",30,12,0.156945203960563,2.69159950038999,1,0,21.4987652275135,"P1 E1 Q4","UG","P1E1"
"101","Q10",30,15,4.85333627759477,2.18646705503546,1,0,7.93353006331575,"P1 E1 Q4","UG","P1E1"
"102","Q10",30,16,0.39305864823096,1.52944342774654,1,0,3.98862690046896,"P1 E1 Q4","UG","P1E1"
"103","Q10",30,17,3.03391168437415,3.07777599956773,1,1,-1.9826001951273e-08,"P1 E1 Q4","UG","P1E1"
"104","Q10",30,19,5.23262876098843,2.72869212016224,1,0,13.5543066067541,"P1 E1 Q4","UG","P1E1"
"105","Q10",30,21,2.80411723234358,2.15018666794231,1,1,1.74843940704492,"P1 E1 Q4","UG","P1E1"
"106","Q10",30,23,0.17692949553281,2.58065568128111,1,0,19.9614308304897,"P1 E1 Q4","UG","P1E1"
"107","Q10",30,24,0.848226147788757,3.85568362226562,1,0,6.72162459179937,"P1 E1 Q4","UG","P1E1"
"108","Q10",30,25,1.87182763695593,13.5868463541557,1,0,5.13766127725094,"P1 E1 Q4","UG","P1E1"
"109","Q10",30,27,2.02785845246955,2.88567713322762,1,0,11.8785620796572,"P1 E1 Q4","UG","P1E1"
"110","Q10",30,28,9.69569231874884,4.81529892370862,1,0,14.2026402045413,"P1 E1 Q4","UG","P1E1"
"111","Q10",30,29,2.80974915232497,2.59725550298475,1,0,15.837565193489,"P1 E1 Q4","UG","P1E1"
"112","Q10",30,32,2.04918703549286,2.39280678811801,1,0,15.8486284789767,"P1 E1 Q4","UG","P1E1"
"113","Q10",30,33,3.03425752794602,9.59004409582163,1,0,0.94020817237443,"P1 E1 Q4","UG","P1E1"
"114","Q10",30,34,0.502878085965616,3.31913428494659,1,0,9.15853470893264,"P1 E1 Q4","UG","P1E1"
"115","Q10",30,35,11.3864523471055,13.7606150576967,1,0,25.2560167952165,"P1 E1 Q4","UG","P1E1"
"116","Q10",30,37,11.6354061599265,2.78596316107182,1,0,23.011830047053,"P1 E1 Q4","UG","P1E1"
"117","Q10",30,38,7.01178008345271,2.39721320601569,1,0,10.3244315932002,"P1 E1 Q4","UG","P1E1"
"118","Q10",31,10,28.4363584064278,6.39682498523696,2,0,14.28543705799,"P1 E1 Q4","UG","P1E1"
"119","Q10",31,11,8.8033985605849,11.9312173839756,2,0,12.2416581898366,"P1 E1 Q4","UG","P1E1"
"120","Q10",31,15,5.68263725860516,4.85333627759477,2,0,4.21370035657873,"P1 E1 Q4","UG","P1E1"
"121","Q10",31,17,14.0407877050453,3.03391168437415,2,1,-1.28161592449771e-08,"P1 E1 Q4","UG","P1E1"
"122","Q10",31,19,0.65206176842342,5.23262876098843,2,0,13.3369839450755,"P1 E1 Q4","UG","P1E1"
"123","Q10",31,21,1.26518487780951,2.80411723234358,2,1,1.31209957184333,"P1 E1 Q4","UG","P1E1"
"124","Q10",31,24,2.49932233642108,0.848226147788757,2,1,1.33939486812058,"P1 E1 Q4","UG","P1E1"
"125","Q10",31,25,1.9825075903702,1.87182763695593,2,0,0.753441728356123,"P1 E1 Q4","UG","P1E1"
"126","Q10",31,28,1.67210787694181,9.69569231874884,2,0,10.6820925586966,"P1 E1 Q4","UG","P1E1"
"127","Q10",31,29,0.9988729625054,2.80974915232497,2,0,16.4921042548871,"P1 E1 Q4","UG","P1E1"
"128","Q10",31,32,1.90506688289745,2.04918703549286,2,0,20.329551146119,"P1 E1 Q4","UG","P1E1"
"129","Q10",31,33,1.5671151486733,3.03425752794602,2,0,2.19186597766268,"P1 E1 Q4","UG","P1E1"
"130","Q10",31,35,53.9268349249581,11.3864523471055,2,0,22.9794605142084,"P1 E1 Q4","UG","P1E1"
"131","Q10",31,37,2.81973027006482,11.6354061599265,2,0,19.8728284939713,"P1 E1 Q4","UG","P1E1"
"132","Q10",31,38,27.2484504764736,7.01178008345271,2,0,5.40952613253441,"P1 E1 Q4","UG","P1E1"
"133","Q10",31,49,8.62841775097505,3.5220992436033,1,1,2.32615581528781,"P1 E1 Q4","UG","P1E1"
"134","Q10",32,10,22.1699715269676,28.4363584064278,3,0,12.0144620934277,"P1 E1 Q4","UG","P1E1"
"135","Q10",32,11,21.1364319201739,8.8033985605849,3,0,11.8555183442213,"P1 E1 Q4","UG","P1E1"
"136","Q10",32,15,2.86516961463725,5.68263725860516,3,0,4.89389642682917,"P1 E1 Q4","UG","P1E1"
"137","Q10",32,17,4.18586428284535,14.0407877050453,3,1,-1.32405753028308e-09,"P1 E1 Q4","UG","P1E1"
"138","Q10",32,19,1.92759624219593,0.65206176842342,3,0,16.837092554804,"P1 E1 Q4","UG","P1E1"
"139","Q10",32,21,15.5149356985497,1.26518487780951,3,1,1.1864144139778,"P1 E1 Q4","UG","P1E1"
"140","Q10",32,24,7.41835019976871,2.49932233642108,3,1,0.621926112831247,"P1 E1 Q4","UG","P1E1"
"141","Q10",32,28,5.91822374332793,1.67210787694181,3,0,10.842680053147,"P1 E1 Q4","UG","P1E1"
"142","Q10",32,32,12.8328819008768,1.90506688289745,3,0,17.1683159849107,"P1 E1 Q4","UG","P1E1"
"143","Q10",32,35,26.3760409671619,53.9268349249581,3,0,19.6457425524396,"P1 E1 Q4","UG","P1E1"
"144","Q10",32,37,1.24460714979108,2.81973027006482,3,0,20.9713980226765,"P1 E1 Q4","UG","P1E1"
"145","Q10",32,38,4.44339183783275,27.2484504764736,3,0,6.88746829861813,"P1 E1 Q4","UG","P1E1"
"146","Q10",32,49,3.03754762674655,8.62841775097505,2,0,0.543948797814238,"P1 E1 Q4","UG","P1E1"
"147","Q10",33,10,2.74229017578518,22.1699715269676,4,0,10.8105995653431,"P1 E1 Q4","UG","P1E1"
"148","Q10",33,11,6.87514669134431,21.1364319201739,4,0,11.3954761569007,"P1 E1 Q4","UG","P1E1"
"149","Q10",33,13,0.249999999999993,1.65906534202051,4,0,36.2981472334174,"P1 E1 Q4","UG","P1E1"
"150","Q10",33,15,0.249999999999993,2.86516961463725,4,0,2.51618393511168,"P1 E1 Q4","UG","P1E1"
"151","Q10",33,17,0.249999999999993,4.18586428284535,4,1,0.92836520229289,"P1 E1 Q4","UG","P1E1"
"152","Q10",33,19,0.868874188044329,1.92759624219593,4,0,14.5647253690599,"P1 E1 Q4","UG","P1E1"
"153","Q10",33,21,5.72060315148753,15.5149356985497,4,0,0.575433143086557,"P1 E1 Q4","UG","P1E1"
"154","Q10",33,24,3.39145244386819,7.41835019976871,4,0,2.06440944339192e-08,"P1 E1 Q4","UG","P1E1"
"155","Q10",33,28,1.55088797412486,5.91822374332793,4,0,6.74007845717838,"P1 E1 Q4","UG","P1E1"
"156","Q10",33,32,7.09598020920541,12.8328819008768,4,0,13.3057417623406,"P1 E1 Q4","UG","P1E1"
"157","Q10",33,35,4.91238980459978,26.3760409671619,4,0,21.1083784793108,"P1 E1 Q4","UG","P1E1"
"158","Q10",33,38,2.16461246293955,4.44339183783275,4,0,4.69071130306845,"P1 E1 Q4","UG","P1E1"
"159","Q10",33,49,1.57229001603356,3.03754762674655,3,1,0.21786833627209,"P1 E1 Q4","UG","P1E1"
"160","Q10",34,10,1.98463085266531,2.74229017578518,5,0,12.1318253798309,"P1 E1 Q4","UG","P1E1"
"161","Q10",34,11,13.1173229905503,6.87514669134431,5,0,8.46646597717671,"P1 E1 Q4","UG","P1E1"
"162","Q10",34,19,1.14009517880648,0.868874188044329,5,0,11.2835901985504,"P1 E1 Q4","UG","P1E1"
"163","Q10",34,21,7.17615472789293,5.72060315148753,5,0,0.7262730012181,"P1 E1 Q4","UG","P1E1"
"164","Q10",34,24,4.89960305747783,3.39145244386819,5,1,1.41835267925795,"P1 E1 Q4","UG","P1E1"
"165","Q10",34,28,2.49833007919832,1.55088797412486,5,0,7.5162792575418,"P1 E1 Q4","UG","P1E1"
"166","Q10",34,32,19.4274729947292,7.09598020920541,5,0,13.753872232101,"P1 E1 Q4","UG","P1E1"
"167","Q10",34,35,18.5929336186725,4.91238980459978,5,0,20.4546698794462,"P1 E1 Q4","UG","P1E1"
"168","Q10",34,38,2.04358991945707,2.16461246293955,5,0,3.72389878850348,"P1 E1 Q4","UG","P1E1"
