"quad","year","SP_ID","Species","area","x","y","age","survives","dormancy","trackID","distEdgeMin","allEdge"
"A1",33,"107","Hesperostipa comata",9.54497268122289,3.85319527333878,88.4849556530194,1,0,0,107,2.24472800747261,0
"A1",33,"131","Hesperostipa comata",10.1417487192333,28.234619154794,5.76691224556623,1,1,0,131,4.2201628545601,0
"A1",34,"6","Hesperostipa comata",7.14465262571916,27.367970888704,6.34530127423721,2,0,0,131,5.06600984099801,0
"A1",34,"137","Hesperostipa comata",0.24743378162384,27.9998779296875,52.581787109375,1,0,0,132,27.752685546875,0
"A1",35,"504","Hesperostipa comata",0.250488519668579,59.46044921875,19.64111328125,1,1,0,133,19.390869140625,0
"A1",35,"505","Hesperostipa comata",0.250488519668579,71.5576171875,33.4228515625,1,0,0,134,28.192138671875,0
"A1",35,"506","Hesperostipa comata",0.250488519668579,40.1611328125,40.22216796875,1,1,0,135,39.910888671875,0
"A1",35,"507","Hesperostipa comata",0.250488519668579,60.821533203125,43.182373046875,1,0,0,136,38.92822265625,0
"A1",35,"508","Hesperostipa comata",0.250488519668579,39.3798828125,62.200927734375,1,0,0,137,37.548828125,0
"A1",35,"509","Hesperostipa comata",0.250488519668579,7.01904296875,69.73876953125,1,0,0,138,6.768798828125,0
"A1",35,"510","Hesperostipa comata",0.250488519668579,68.9208984375,79.7607421875,1,0,0,139,19.989013671875,0
"A1",35,"511","Hesperostipa comata",0.250488519668579,83.33740234375,84.820556640625,1,1,0,140,14.92919921875,0
"A1",35,"512","Hesperostipa comata",0.250488519668579,67.218017578125,89.88037109375,1,1,0,141,9.869384765625,0
"A1",36,"169","Hesperostipa comata",0.680290545637352,83.1803187094444,84.6744544417483,2,0,0,140,14.9231202191395,0
"A1",36,"216","Hesperostipa comata",1.75516170116792,2.69503081371456,30.2003943992921,1,0,0,142,1.92373869000979,1
"A1",36,"231","Hesperostipa comata",0.823851975516583,40.7882994960969,41.5709391076156,2,0,0,135,40.1767464985339,0
"A1",36,"280","Hesperostipa comata",0.952704363144894,74.291325655787,52.7405704425205,1,0,0,143,25.15398792258,0
"A1",36,"521","Hesperostipa comata",0.250488519668579,51.318359375,15.399169921875,1,0,0,144,15.14892578125,0
"A1",36,"522","Hesperostipa comata",0.250488519668579,58.978271484375,20.08056640625,2,0,0,133,19.830322265625,0
"A1",36,"523","Hesperostipa comata",0.250488519668579,27.642822265625,22.39990234375,1,0,0,145,22.149658203125,0
"A1",36,"524","Hesperostipa comata",0.250488519668579,67.681884765625,90.118408203125,2,0,0,141,9.63134765625,0
"A1",37,"135","Hesperostipa comata",0.250488519668579,94.2626953125,1.239013671875,1,0,0,146,0.98876953125,1
"A1",37,"136","Hesperostipa comata",0.250488519668579,4.998779296875,9.80224609375,1,1,0,147,4.74853515625,0
"A1",38,"25","Hesperostipa comata",8.67969052901473,2.30348681214744,11.4011830150012,2,1,0,147,0.338157287931826,1
"A1",39,"37","Hesperostipa comata",21.8171907479079,3.46932335747896,10.9070171681297,3,1,0,147,0.659117387526129,0
"A1",39,"77","Hesperostipa comata",0.24743378162384,29.2999267578125,3.497314453125,1,0,0,148,3.2470703125,1
"A1",39,"78","Hesperostipa comata",0.25048851966858,29.437255859375,5.499267578125,1,1,0,149,5.2490234375,0
"A1",39,"79","Hesperostipa comata",0.25048851966858,31.658935546875,5.57861328125,1,1,0,150,5.328369140625,0
"A1",39,"80","Hesperostipa comata",0.23826956748962,35.479736328125,5.670166015625,1,1,0,151,5.43212890625,0
"A1",39,"81","Hesperostipa comata",0.2596527338028,6.5185546875,15.0482177734375,3,0,0,147,6.268310546875,0
"A1",39,"82","Hesperostipa comata",0.24132430553436,81.6497802734375,18.658447265625,1,1,0,152,18.109130859375,0
"A1",39,"83","Hesperostipa comata",0.24743378162384,20.7000732421875,29.022216796875,1,0,0,153,20.452880859375,0
"A1",39,"84","Hesperostipa comata",0.25048851966858,99.017333984375,29.13818359375,1,0,0,154,0.732421875,1
"A1",39,"85","Hesperostipa comata",0.25048851966858,62.518310546875,29.3212890625,1,1,0,155,29.071044921875,0
"A1",39,"86","Hesperostipa comata",0.25048851966858,49.017333984375,35.498046875,1,1,0,156,35.247802734375,0
"A1",39,"87","Hesperostipa comata",0.2596527338028,23.71826171875,38.3880615234375,1,1,0,157,23.468017578125,0
"A1",40,"34","Hesperostipa comata",5.20932748797467,24.7349092173227,36.9404311691562,2,1,0,157,23.440537717497,0
"A1",40,"42","Hesperostipa comata",5.15376853262709,49.7695420892048,35.9254972360962,2,1,0,156,34.6611956730702,0
"A1",40,"71","Hesperostipa comata",24.8550592748062,3.09498038101889,10.5946671233297,4,1,0,147,0.82995886070493,0
"A1",40,"91","Hesperostipa comata",0.25048851966858,28.997802734375,3.6376953125,2,0,0,149,3.387451171875,1
"A1",40,"92","Hesperostipa comata",0.25048851966858,35.90087890625,4.217529296875,2,0,0,150,3.96728515625,1
"A1",40,"93","Hesperostipa comata",0.25048851966858,29.13818359375,4.8828125,2,1,0,149,4.632568359375,0
"A1",40,"94","Hesperostipa comata",0.25048851966858,38.861083984375,6.5185546875,2,1,0,151,6.268310546875,0
