"quad","year","trackID","area","x","y","allEdge","totCover","age"
"A1",32,"164",3.36286296900722,40.6678789126075,95.0325565552956,0,6.89746522909305,NA
"A1",32,"193",3.53460226008583,23.6378574413827,31.9234568020795,0,6.89746522909305,NA
"A1",33,"164",7.06614452120825,41.2241999718329,94.4952264923557,0,32.8533169464472,2
"A1",33,"193",9.87489608310809,23.2949806905198,32.5642129692816,0,32.8533169464472,2
"A1",33,"194",15.6617878237135,60.5472233210098,37.7091626681495,0,32.8533169464472,1
"A1",33,"195",0.250488518417357,52.60009766,95.95947266,1,32.8533169464472,1
"A1",34,"164",6.75014307448487,41.0824825197452,93.9848152968297,0,38.6479116769018,3
"A1",34,"193",10.3527760237902,23.263097081018,32.9647014779761,0,38.6479116769018,3
"A1",34,"194",9.92777112090055,61.1610115909866,37.194788193264,0,38.6479116769018,2
"A1",34,"195",2.36948819123049,52.2275299137268,95.8419650596591,1,38.6479116769018,2
"A1",34,"196",4.0021614342794,76.0518818004893,19.3194132551177,0,38.6479116769018,1
"A1",34,"197",5.24557183221629,3.30186464981768,88.9534788899524,1,38.6479116769018,1
"A1",35,"164",29.9993210358327,39.686423334698,94.7625347046566,0,160.972268428386,4
"A1",35,"193",23.770811656466,21.9454199394461,33.7458098384336,0,160.972268428386,4
"A1",35,"194",21.3997515536239,60.5895257115804,37.8503688589539,0,160.972268428386,3
"A1",35,"195",9.33590827801877,51.0052838325856,96.7889028077527,0,160.972268428386,3
"A1",35,"196",16.3232995572959,75.7246464220021,21.0859647499019,0,160.972268428386,2
"A1",35,"198",6.47387688772274,5.60967259825175,98.6324181747056,1,160.972268428386,1
"A1",35,"199",6.96820398368886,78.3714065092803,87.6727160850444,0,160.972268428386,1
"A1",35,"200",3.02376773530087,25.1995844596791,47.6449677172544,0,160.972268428386,1
"A1",35,"201",5.42226715931413,43.463031444193,38.5787085974413,0,160.972268428386,1
"A1",35,"202",3.78531187666193,40.5686493366559,54.4974321269581,0,160.972268428386,1
"A1",35,"203",1.33211235073265,41.2826337440432,63.9945678359553,0,160.972268428386,1
"A1",35,"204",2.7174842844638,44.1218282338362,59.1311306743989,0,160.972268428386,1
"A1",35,"205",7.30604383601495,54.9360110427813,52.7437162572448,0,160.972268428386,1
"A1",35,"206",15.0990735310428,11.492688024493,23.934571002555,0,160.972268428386,1
"A1",35,"207",7.76454618378826,28.4591100099852,17.3897744560823,0,160.972268428386,1
"A1",35,"208",0.250488518417357,58.02001953,99.62158203,1,160.972268428386,1
"A1",36,"164",21.0244373865693,39.1594199652361,95.1126832599871,0,204.754387293697,5
"A1",36,"193",40.414322587655,22.2780182818926,34.5038536779695,0,204.754387293697,5
"A1",36,"194",32.5916286457997,60.2041657532408,38.4775421962645,0,204.754387293697,4
"A1",36,"195",9.97356356457079,51.3170079096891,97.2871612937647,1,204.754387293697,4
"A1",36,"196",27.8944809007433,75.0817355102991,20.7324136722402,0,204.754387293697,3
"A1",36,"198",1.7843906033356,5.3643502059323,99.3708878865131,1,204.754387293697,2
"A1",36,"199",4.90439997534977,77.673476891873,86.6666136950743,0,204.754387293697,2
"A1",36,"200",4.03691134630761,25.2794225641892,48.3117634856463,0,204.754387293697,2
"A1",36,"201",8.28274992776425,44.1872262721894,39.4747023915422,0,204.754387293697,2
"A1",36,"202",2.11827195572099,39.7593243902136,54.9347539418499,0,204.754387293697,2
"A1",36,"203",6.65175935830259,41.1321255663482,64.9256701224808,0,204.754387293697,2
"A1",36,"205",8.93675219672841,53.793541707657,53.2376080583529,0,204.754387293697,2
"A1",36,"206",22.2426960033786,12.4866086081319,25.4045234447661,0,204.754387293697,2
